,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Gregory M Cooper,3,691,,2.611710076032092e-06,0.0032173150043872476,,
B Paul Wordsworth,3,690,,1.8184601018367447e-05,0.010456273764258554,,
Eiliv Lund,4,689,,2.7911302818775546e-05,0.03224627083942673,,
Nick W Wood,2,688,,3.0156716946750685e-06,0.004899093302135127,,
V Moskvina,4,688,,1.4601485963090826e-05,0.012503656039777713,,
Roland Martin,3,688,,7.054680168959483e-05,0.012796139221994735,,
Zouhair Aherrahrou,3,687,,1.1880564958028093e-05,0.012796139221994735,,
Jason P Smith,2,687,,4.4522723907908796e-07,0.002705469435507458,,
Nour Eddine El Mokhtari,3,687,,1.1880564958028093e-05,0.012796139221994735,,
Alessandro Cozzi-Lepri,2,687,,4.4522723907908796e-07,0.002705469435507458,,
Marla Gearing,4,687,,6.637253610713437e-06,0.011845568879789412,,
Philippa Easterbrook,2,687,,4.4522723907908796e-07,0.002705469435507458,,
S G Younkin,4,687,,0.0001874547260359844,0.011187481719801112,,
Stylianos E Antonarakis,2,687,,4.4522723907908796e-07,0.002705469435507458,,
Antonella Castagna,2,687,,4.4522723907908796e-07,0.002705469435507458,,
Bruno Ledergerber,2,687,,4.4522723907908796e-07,0.002705469435507458,,
Amy J McKnight,3,687,,2.2908949755534426e-05,0.03941210880374378,,
Steven E Arnold,4,687,,2.688219666223553e-05,0.014112313541971337,,
Caroline Lagace,4,684,,1.763018993962884e-05,0.01272301842644048,,
Toshimasa Yamauchi,8,683,,3.620976611036935e-05,0.030345130155016085,,
Jenny Link,2,682,,1.008226771383164e-06,0.013015501608657502,,
Johanna M Seddon,5,682,,1.0612305124844969e-05,0.012064931266452179,,
Robyn Reynolds,5,682,,1.0612305124844969e-05,0.012064931266452179,,
Jeffrey A Kaye,3,681,,7.0506383331366255e-06,0.010675636150921321,,
P Amouyel,5,681,,0.00010021956148806204,0.01594033343082773,,
C Berr,5,681,,0.00010021956148806204,0.01594033343082773,,
John V Pearson,9,681,,3.9320800790954865e-05,0.005264697279906405,,
J Hunter Young,4,680,,1.2181969237462568e-05,0.03136882129277566,,
Bratati Kahali,2,680,,3.569765386363457e-07,0.03831529687042995,,
Jun Ding,7,680,,8.005821685743744e-05,0.029467680608365018,,
Marjo T Albers-Akkers,2,680,,2.82111859915561e-07,0.004752851711026616,,
C A Ibrahim-Verbaas,5,679,,9.394268924095887e-05,0.017329628546358583,,
Jagadish Rangrej,4,679,,5.3601684776439964e-06,0.00804328751096812,,
Marten H Hofker,3,679,,4.565399950287027e-06,0.006580871599883006,,
Theresa Graif,2,679,,5.709287721707322e-07,0.005995905235448962,,
John Cashy,2,679,,5.709287721707322e-07,0.005995905235448962,,
Sheila Bingham,2,679,,3.5759520072678566e-06,0.008993857853173443,,
Jesus Gonzalez-Bosquet,2,674,,2.1960853603189466e-07,0.004606610119918105,,
Masaya Sugiyama,3,673,,1.5081309478725784e-08,0.0024129862532904357,,
Mohamad Saad,4,673,,1.2431190950212048e-05,0.005264697279906405,,
Claire Fontenille,2,673,,2.2700498507028378e-05,0.015647850248610706,,
Shuhei Hige,3,673,,1.5081309478725784e-08,0.0024129862532904357,,
Satoshi Mochida,3,673,,1.5081309478725784e-08,0.0024129862532904357,,
Isabelle Cournu-Rebeix,2,673,,2.2700498507028378e-05,0.015647850248610706,,
Bertrand Fontaine,2,673,,2.2700498507028378e-05,0.015647850248610706,,
Stefan Palsson,3,672,,1.1149118820864846e-06,0.0044603685288095935,,
Jason Corneveaux,4,671,,5.554031227001315e-05,0.01001754899093302,,
Soo Hwang Teo,4,671,,9.923181601758516e-06,0.02573852003509798,,
R Schmidt,4,670,,7.41239711536614e-05,0.01703714536414156,,
S Seshadri,4,670,,7.41239711536614e-05,0.01703714536414156,,
Helen Tsimiklis,5,670,,4.137504790117005e-06,0.034001169932728864,,
Maria Gazouli,6,670,,0.00017584819198425812,0.01908452763966072,,
H Schmidt,4,670,,7.41239711536614e-05,0.01703714536414156,,
Edwin H Cook,5,669,,0.00018601324307220864,0.01586721263527347,,
Satoshi Umemura,5,669,,3.318312607790936e-05,0.04175197426147997,,
Javier Godino,3,669,,1.4831861557196105e-06,0.006946475577654284,,
Afshan Siddiq,9,668,,4.6360565772067315e-05,0.03495174027493419,,
Kate Downes,3,668,,4.7887314710194164e-06,0.00350979818660427,,
Elisabeth Altmaier,6,668,,3.905007139156142e-05,0.028736472652822462,,
Gillian Fraser,2,667,,8.785968143373829e-06,0.005191576484352149,,
Jack Guralnik,9,666,,2.28633982661808e-05,0.017475870137467094,,
David Goltzman,5,666,,5.083647299441635e-06,0.01754899093302135,,
Salvatore Spina,3,666,,5.618219311524763e-06,0.011626206493126645,,
David Brassat,3,664,,1.953921240058018e-05,0.013234863995320268,,
Jon H Olafsson,8,663,,1.1168230210503738e-05,0.015355367066393682,,
Bardur Sigurgeirsson,8,663,,1.1168230210503738e-05,0.015355367066393682,,
Min Shen,6,663,,0.0002970190702224836,0.014989763088622404,,
T M Foroud,4,663,,0.0006173322380662103,0.011626206493126645,,
Rhoda Au,7,663,,5.4297049865370764e-06,0.015794091839719217,,
Kristin Thorisdottir,8,663,,1.1168230210503738e-05,0.015355367066393682,,
Eileen H Bigio,3,662,,1.6954318651357627e-05,0.01155308569757239,,
Mobshra Qureshi,3,662,,5.090460579824727e-06,0.005776542848786195,,
Marcel van der Brug,3,661,,3.094480455149902e-05,0.021716876279613922,,
Debashish Das,4,660,,1.0552751617909652e-05,0.03985083357706932,,
Carmel Apicella,7,660,,1.2653776064372705e-05,0.030564492541678853,,
Pablo Villoslada,2,660,,1.2961630562893924e-05,0.012796139221994735,,
Michael A Slifer,3,659,,4.649944495104156e-06,0.008774495466510676,,
Sandra D'alfonso,2,659,,0.00010397780180168922,0.014989763088622404,,
Lefkos Middleton,3,659,,1.732872294011218e-05,0.014697279906405382,,
Jose Ignacio Arias Perez,4,658,,1.623723112257036e-06,0.026542848786194794,,
Sang Hong Lee,3,657,,4.3393982611458715e-05,0.03348932436384908,,
Loukianos S Rallidis,2,657,,2.5222115789649675e-06,0.018865165252997952,,
Atsunori Kashiwagi,5,657,,3.159776365512755e-06,0.005776542848786195,,
M M Carrasquillo,3,657,,1.4802682394669483e-05,0.010163790582041532,,
Andrew F Ippoliti,2,657,,2.3670279115538516e-07,0.002778590231061714,,
M Gill,5,656,,0.00026094876850272223,0.014770400701959637,,
Chris S Carlson,4,656,,0.0002507591577804117,0.025884761626206492,,
C Dufouil,3,656,,6.772008537211462e-05,0.015501608657502193,,
M Luisa Mearin,3,655,,1.0403425252513577e-06,0.0040947645510383155,,
Sabine Cepok,3,655,,4.1049403839602185e-06,0.01352734717753729,,
Kathryn Roeder,5,655,,0.00011174607898264602,0.014916642293068149,,
Karen A Hunt,3,655,,1.0403425252513577e-06,0.0040947645510383155,,
Dermot Kelleher,3,655,,1.0403425252513577e-06,0.0040947645510383155,,
Ron Waksman,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Joseph M Lindsay,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Lowell Satler,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Robert Wilensky,2,654,,2.3181172780948305e-06,0.013088622404211757,,
William Matthai,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Kenneth M Kent,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Hafdis Helgadottir,5,654,,6.0527924665359965e-05,0.016671541386370285,,
Augusto D Pichard,2,654,,2.3181172780948305e-06,0.013088622404211757,,
Antonio Agudo,5,654,,9.816459380351974e-06,0.01506288388417666,,
S Lovestone,4,653,,2.2631728002537886e-05,0.0110412401286926,,
Cheng Har Yip,4,652,,3.790991611406927e-06,0.03210002924831822,,
Anthony W Ryan,4,652,,1.3153169048170925e-05,0.008993857853173443,,
Sarah Stewart-Brown,4,652,,3.790991611406927e-06,0.03210002924831822,,
Kjell-Morten Myhr,4,652,,1.9276591635113594e-05,0.013673588768645802,,
James S Sutcliffe,4,652,,5.4415875598916665e-06,0.011333723310909623,,
Gabrielle Sellick,3,652,,6.006962828332056e-07,0.003948522959929804,,
Cristiano Fava,2,651,,1.5666196200441423e-06,0.025372916057326705,,
Harry V Vinters,3,651,,3.892737792564894e-06,0.011114360924246856,,
Kelly D Foote,2,650,,9.81740338332248e-07,0.003144194208832992,,
Michael S Okun,2,650,,9.81740338332248e-07,0.003144194208832992,,
Hubert H Fernandez,2,650,,9.81740338332248e-07,0.003144194208832992,,
Aleksandar Rajkovic,5,649,,1.8456574398182576e-05,0.017183386955250072,,
Gudmundur A Hardarson,4,649,,6.793847800289599e-07,0.0040947645510383155,,
Robert L Wilensky,2,649,,2.4290305634836957e-07,0.0058496636443404505,,
Finn Sellebjerg,3,648,,1.634140166427674e-05,0.01352734717753729,,
France Labreche,3,648,,9.937881113296905e-07,0.025372916057326705,,
Achim Berthele,4,648,,3.129258924913688e-05,0.016598420590816027,,
Lorna Gibson,3,648,,9.937881113296905e-07,0.025372916057326705,,
Jeremy Hall,4,648,,2.694308162086496e-05,0.023544896168470313,,
M Rosario Alonso,3,648,,9.937881113296905e-07,0.025372916057326705,,
Dorothea Buck,4,648,,3.129258924913688e-05,0.016598420590816027,,
Kirsimari Aaltonen,3,648,,9.937881113296905e-07,0.025372916057326705,,
Jeffrey L Anderson,3,648,,2.2427112892876077e-07,0.011772448084235157,,
Pornthep Siriwanarangsan,3,648,,9.937881113296905e-07,0.025372916057326705,,
Benjamin D Horne,3,648,,2.2427112892876077e-07,0.011772448084235157,,
J Williams,4,647,,5.351851768803831e-05,0.011187481719801112,,
R Sims,4,647,,5.351851768803831e-05,0.011187481719801112,,
D Harold,4,647,,5.351851768803831e-05,0.011187481719801112,,
Mary-Susan Burnett,3,645,,1.2409550355830595e-06,0.013161743199766013,,
Helena C Chui,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Roger N Rosenberg,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Carol A Miller,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Ronald L Hamilton,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Melanie Bahlo,3,644,,3.4964835164732956e-06,0.003363556595495759,,
Andrew P Lieberman,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Daniel P Perl,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Sid Gilman,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Mary Sano,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Carl W Cotman,2,644,,1.6097322328333068e-06,0.010383152968704299,,
William G Ellis,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Steven L Carroll,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Ulrika Liljedahl,2,644,,2.3723027815150443e-06,0.014185434337525593,,
Marsel Mesulam,2,644,,1.6097322328333068e-06,0.010383152968704299,,
John H Growdon,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Vittorio Martinelli,3,644,,2.592745610417924e-05,0.013307984790874524,,
Ann C McKee,2,644,,1.6097322328333068e-06,0.010383152968704299,,
Mariaemma Rodegher,3,644,,2.592745610417924e-05,0.013307984790874524,,
Eiji Mita,2,643,,7.675279208948232e-09,0.0022667446621819245,,
Deborah Blacker,2,643,,1.0698394350483937e-05,0.00870137467095642,,
Masaaki Korenaga,2,643,,7.675279208948232e-09,0.0022667446621819245,,
Yoshikazu Murawaki,2,643,,7.675279208948232e-09,0.0022667446621819245,,
Elisabeth G Celius,2,643,,1.1642886257571005e-05,0.012942380813103246,,
H Soininen,4,642,,2.113577118567545e-05,0.011187481719801112,,
David M Lee,2,642,,3.6363821967353066e-06,0.0044603685288095935,,
Maurizio A Leone,3,642,,1.8898540017894318e-05,0.013600467973091546,,
Filippo Martinelli Boneschi,3,642,,1.8730950828544025e-05,0.013746709564200058,,
Bengt Lindblad,2,641,,8.966770471068682e-07,0.008262649897630887,,
Anders Gottsater,2,641,,8.966770471068682e-07,0.008262649897630887,,
Angelo Ghezzi,2,640,,2.3315430082483427e-05,0.013015501608657502,,
Maria Ban,2,640,,2.6443200146764353e-05,0.015794091839719217,,
M Riemenschneider,3,640,,1.7986064996590907e-06,0.01001754899093302,,
R Mayeux,4,640,,5.022039716201876e-05,0.011260602515355368,,
Izaura Lima Bomfim,2,640,,2.6443200146764353e-05,0.015794091839719217,,
Ling Shen,2,640,,2.9904412520637445e-05,0.012942380813103246,,
Ruggero Capra,2,640,,2.3315430082483427e-05,0.013015501608657502,,
P L De Jager,4,640,,0.00036437701104820243,0.01594033343082773,,
Fredrik Piehl,2,639,,2.3133139760975634e-05,0.01338110558642878,,
Iina Niittymaki,3,638,,9.956451987023823e-07,0.006580871599883006,,
Sharon A Chung,4,638,,1.722401195173395e-06,0.0038022813688212928,,
Axel Walther,3,638,,9.956451987023823e-07,0.006580871599883006,,
Rafn Ragnarsson,7,638,,2.3151160040612283e-06,0.011187481719801112,,
G Eiriksdottir,4,637,,0.00014095788069844826,0.017695232524129863,,
Carmen Infante-Duarte,2,637,,8.153107701455626e-06,0.01572097104416496,,
Alexandre Stewart,2,633,,4.4715249180967484e-07,0.005118455688797894,,
C Brayne,3,631,,3.986732476309098e-05,0.010821877742029832,,
C Holmes,3,631,,3.986732476309098e-05,0.010821877742029832,,
P Passmore,3,631,,3.986732476309098e-05,0.010821877742029832,,
Helen Stevens,2,631,,2.955018843017297e-07,0.0010968119333138345,,
Jason L Stein,8,630,,5.4030991856238203e-05,0.03136882129277566,,
William M McMahon,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Clara M Lajonchere,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Annette Estes,3,629,,2.1863441942431363e-06,0.011114360924246856,,
B Grenier-Boley,4,629,,3.687826424695514e-05,0.010894998537584088,,
Nancy J Minshew,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Fuminaka Sugauchi,2,629,,7.3268890560383285e-09,0.0020473822755191578,,
Judith Miller,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Geraldine Dawson,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Hilary Coon,3,629,,2.1863441942431363e-06,0.011114360924246856,,
Joseph Piven,3,629,,2.1863441942431363e-06,0.011114360924246856,,
C Tzourio,4,629,,3.687826424695514e-05,0.010894998537584088,,
Jian Jun Liu,4,628,,1.7415058733896183e-05,0.02976016379058204,,
Tomonori Okamura,4,628,,8.410217882371808e-05,0.023983620941795847,,
P Mecocci,3,626,,1.903962779578624e-05,0.010456273764258554,,
M Tsolaki,3,626,,1.903962779578624e-05,0.010456273764258554,,
Katarzyna Durda,4,625,,1.0684103723814366e-05,0.036926001754899095,,
David J Van Den Berg,8,625,,0.0002582168641891455,0.034659257092717166,,
Konstantinos Kostulas,4,624,,3.6527700948853846e-06,0.008993857853173443,,
Yali Li,2,622,,3.81523602086648e-06,0.025226674466218194,,
Bradley T Hyman,3,622,,9.083455955863681e-06,0.009725065808715998,,
E B Larson,4,621,,0.0010715087308531405,0.011772448084235157,,
J Bart A Crusius,3,621,,2.8051588167571106e-06,0.006727113190991518,,
Angela Britton,9,621,,7.343814031598292e-05,0.024861070488446914,,
Gert Jan Wolbink,3,621,,2.8051588167571106e-06,0.006727113190991518,,
Irene E van der Horst-Bruinsma,3,621,,2.8051588167571106e-06,0.006727113190991518,,
Gerhard Steinbeck,5,621,,1.1953516356516862e-05,0.011772448084235157,,
D Zelenika,3,620,,3.654655912911258e-05,0.010748756946475577,,
D Hannequin,3,620,,3.654655912911258e-05,0.010748756946475577,,
Robert B Scharpf,2,620,,2.7304337865447525e-08,0.004314126937701082,,
C Van Broeckhoven,3,620,,3.654655912911258e-05,0.010748756946475577,,
F Pasquier,3,620,,3.654655912911258e-05,0.010748756946475577,,
Anand Swaroop,5,620,,2.5299154028906633e-05,0.014916642293068149,,
Andrew Taylor,2,620,,5.936858295414132e-05,0.027712781515062884,,
S Moebus,3,620,,1.2141952912020343e-05,0.011772448084235157,,
Florentia Fostira,6,620,,2.0405742556061895e-05,0.04884469143024276,,
Anne M Bowcock,5,620,,7.079695478669148e-06,0.00467973091547236,,
Valerie McGuire,8,619,,2.294109999482107e-05,0.036926001754899095,,
Kang Zhang,6,619,,4.241641570618647e-05,0.018133957297455396,,
Tim M Strom,2,618,,1.2920250912402274e-07,0.004533489324363849,,
Radka Kaneva,5,618,,6.01113109827254e-06,0.018865165252997952,,
Philip Howard,2,617,,1.4779102924256338e-06,0.024349224919567123,,
Yushi Hirota,2,617,,2.087395920555872e-06,0.0029248318221702253,,
A Gerrish,3,617,,2.581768705479857e-06,0.010456273764258554,,
Gudrun Veldre,2,617,,1.4779102924256338e-06,0.024349224919567123,,
Suzanne Kolb,8,617,,7.140666684919873e-05,0.0318075460661012,,
P Proitsi,2,616,,5.3398133144774105e-06,0.009725065808715998,,
P A Holmans,2,615,,8.841704826609629e-06,0.011699327288680901,,
Gina Hilton,3,615,,6.402025958683396e-06,0.02610412401286926,,
Andreas Gschwendtner,7,615,,1.1924843630405649e-05,0.015574729453056449,,
John D Reveille,5,613,,0.00019722168409017494,0.0110412401286926,,
Dimitri S Monos,7,613,,2.6750587937830402e-05,0.01052939455981281,,
Nick R G Shrine,2,613,,4.720671250968963e-06,0.027785902310617137,,
Sheng Feng,4,613,,0.0002595097129070543,0.014185434337525593,,
Jihane Romanos,5,611,,1.54235580544744e-05,0.00636150921322024,,
Matthias Wjst,9,611,,2.9236053174958898e-05,0.028663351857268208,,
Gabriel J Crawford,2,610,,4.878608702846014e-07,0.019377010821877743,,
Swee Lay Thein,9,610,,0.0001004863963302485,0.020693185141854344,,
Kristen N Stevens,5,610,,7.846010928937021e-06,0.02595788242176075,,
Bjorn Wahlstrand,3,608,,3.029817055341849e-06,0.006653992395437262,,
Thomas Hedner,3,608,,3.029817055341849e-06,0.006653992395437262,,
Paul A Scheet,3,608,,7.348867537936364e-07,0.006507750804328751,,
Joseph J Catanese,4,607,,1.7250755279478624e-05,0.007458321146534074,,
Ramon Diaz-Arrastia,3,607,,1.8054869130155297e-05,0.011187481719801112,,
J Gallacher,2,606,,6.1497538501988e-06,0.010675636150921321,,
Hans-Werner Mewes,3,605,,3.06001619031036e-08,0.00233986545773618,,
Martin Hrabe de Angelis,3,605,,3.06001619031036e-08,0.00233986545773618,,
Michelle R Jones,3,605,,5.3963361020628694e-05,0.020620064346300086,,
Wan Ting Tay,4,605,,9.057286223986715e-06,0.026542848786194794,,
E R Martin,2,604,,2.0780763268248383e-05,0.010310032173150043,,
R Clarke,2,604,,2.0780763268248383e-05,0.010310032173150043,,
P V Jonsson,2,604,,2.0780763268248383e-05,0.010310032173150043,,
Genovefa Kolovou,3,604,,9.484106970656582e-06,0.04160573267037145,,
G D Schellenberg,2,604,,2.0780763268248383e-05,0.010310032173150043,,
O Valladares,2,604,,2.0780763268248383e-05,0.010310032173150043,,
J F Powell,2,604,,2.0780763268248383e-05,0.010310032173150043,,
S Love,2,604,,2.0780763268248383e-05,0.010310032173150043,,
A C Naj,2,604,,2.0780763268248383e-05,0.010310032173150043,,
P Pastor,2,604,,2.0780763268248383e-05,0.010310032173150043,,
N C Fox,2,604,,2.0780763268248383e-05,0.010310032173150043,,
D Beekly,2,604,,2.0780763268248383e-05,0.010310032173150043,,
H Hampel,2,604,,2.0780763268248383e-05,0.010310032173150043,,
T J Montine,2,604,,2.0780763268248383e-05,0.010310032173150043,,
N Fievet,2,604,,2.0780763268248383e-05,0.010310032173150043,,
L B Cantwell,2,604,,2.0780763268248383e-05,0.010310032173150043,,
D Evans,2,604,,2.0780763268248383e-05,0.010310032173150043,,
K L Hamilton-Nelson,2,604,,2.0780763268248383e-05,0.010310032173150043,,
C Cruchaga,2,604,,2.0780763268248383e-05,0.010310032173150043,,
M Boada,2,604,,2.0780763268248383e-05,0.010310032173150043,,
Karen A Jameson,5,604,,2.9861775129271903e-05,0.038754021643755486,,
M L Dunstan,2,604,,2.0780763268248383e-05,0.010310032173150043,,
C Bellenguez,2,604,,2.0780763268248383e-05,0.010310032173150043,,
Coro Paisan-Ruiz,2,604,,3.6345551796518317e-06,0.005191576484352149,,
K Morgan,2,604,,2.0780763268248383e-05,0.010310032173150043,,
W A Kukull,2,604,,2.0780763268248383e-05,0.010310032173150043,,
L Letenneur,2,604,,2.0780763268248383e-05,0.010310032173150043,,
V Deramecourt,2,604,,2.0780763268248383e-05,0.010310032173150043,,
Dag S Thelle,2,604,,4.8395883353923735e-06,0.033854928341620356,,
G W Beecham,2,604,,2.0780763268248383e-05,0.010310032173150043,,
Thordur Sigmundsson,2,603,,1.9770141061718456e-06,0.004752851711026616,,
Ghazal Zaboli,5,602,,3.3293111014703163e-06,0.0220824802573852,,
Kathy Stirrups,2,602,,1.8935232063260334e-06,0.017841474115238374,,
Patrick Concannon,2,602,,5.707882120455877e-05,0.019450131617431997,,
Elizabeth H Young,2,601,,9.171187809213406e-07,0.02040070195963732,,
Mina Nakagawa,2,601,,1.3642080280744024e-08,0.00233986545773618,,
N Jones,2,601,,1.4904167455986863e-06,0.009798186604270254,,
Jacques Weill,4,601,,1.8306132194192359e-06,0.00636150921322024,,
G Russo,2,601,,1.4904167455986863e-06,0.009798186604270254,,
Aleksandra Gentry-Maharaj,7,600,,7.003701925500257e-06,0.03297747879496929,,
Kai Xia,2,600,,8.720403693905349e-06,0.01689090377303305,,
Roberta B Ness,7,600,,7.003701925500257e-06,0.03297747879496929,,
Lambertus Klei,6,600,,8.235634894003386e-05,0.015136004679730915,,
Daniel W Cramer,7,600,,7.003701925500257e-06,0.03297747879496929,,
Mary Anne Rossing,7,600,,7.003701925500257e-06,0.03297747879496929,,
C Reitz,3,599,,1.0801493841061625e-06,0.010163790582041532,,
Dorairaj Prabhakaran,2,599,,3.068340729259021e-05,0.02427610412401287,,
Kathy Helzlsouer,4,599,,5.429705510178898e-07,0.006946475577654284,,
Yikyung Park,2,597,,1.4934768750839688e-05,0.0038022813688212928,,
Paul J Gallins,4,597,,8.688341083550952e-05,0.010456273764258554,,
Xiangyang Kong,7,596,,6.3248450216239945e-06,0.004241006142146827,,
John R Heckenlively,4,596,,1.3402623000786869e-05,0.013892951155308569,,
Fu-Sheng Zhou,5,595,,9.386388572426898e-06,0.006800233986545773,,
Maria Krestyaninova,3,594,,9.86277522277645e-07,0.01338110558642878,,
Sarah Hunt,6,593,,1.348872542370766e-05,0.017987715706346885,,
Frank C Verhulst,5,592,,1.433658010503122e-05,0.0402164375548406,,
Graham Turner,3,591,,4.273889262388447e-06,0.0053378180754606605,,
Jes Olesen,4,591,,8.65440172780823e-06,0.012942380813103246,,
V Alvarez,2,590,,9.82810901274074e-07,0.009944428195378765,,
F Sanchez-Garcia,2,590,,9.82810901274074e-07,0.009944428195378765,,
F Panza,2,590,,9.82810901274074e-07,0.009944428195378765,,
C Graff,2,590,,9.82810901274074e-07,0.009944428195378765,,
O Combarros,2,590,,9.82810901274074e-07,0.009944428195378765,,
M Ingelsson,2,590,,9.82810901274074e-07,0.009944428195378765,,
E Coto,2,590,,9.82810901274074e-07,0.009944428195378765,,
Cheng Quan,4,590,,5.983051420226937e-06,0.006727113190991518,,
M Bullido,2,590,,9.82810901274074e-07,0.009944428195378765,,
P Bosco,2,590,,9.82810901274074e-07,0.009944428195378765,,
P Bossu,2,590,,9.82810901274074e-07,0.009944428195378765,,
I Mateo,2,590,,9.82810901274074e-07,0.009944428195378765,,
L Fratiglioni,2,590,,9.82810901274074e-07,0.009944428195378765,,
M Del Zompo,2,590,,9.82810901274074e-07,0.009944428195378765,,
Ferdinand M van 't Hooft,2,590,,2.7204052479429483e-06,0.03860778005264697,,
M Mancuso,2,590,,9.82810901274074e-07,0.009944428195378765,,
K Bettens,2,590,,9.82810901274074e-07,0.009944428195378765,,
D Galimberti,2,590,,9.82810901274074e-07,0.009944428195378765,,
B Nacmias,2,590,,9.82810901274074e-07,0.009944428195378765,,
K Sleegers,2,590,,9.82810901274074e-07,0.009944428195378765,,
S Sorbi,2,590,,9.82810901274074e-07,0.009944428195378765,,
G Spalletta,2,590,,9.82810901274074e-07,0.009944428195378765,,
A Pilotto,2,590,,9.82810901274074e-07,0.009944428195378765,,
P Caffarra,2,590,,9.82810901274074e-07,0.009944428195378765,,
Carlos A Gonzalez,5,590,,1.918944387679046e-05,0.01871892366188944,,
Franklyn Bennett,2,589,,2.2078851817297993e-06,0.02091254752851711,,
Raquel Andres,3,589,,1.6652549808943323e-05,0.01455103831529687,,
Veronica Hoiom,7,588,,1.604841907831414e-05,0.01403919274641708,,
Steve Eyre,3,587,,2.6683476715183847e-05,0.013673588768645802,,
Penelope Miron,6,587,,1.4267796468709781e-05,0.0375840889148874,,
Zhen Z Zhao,4,587,,1.0899116490292678e-05,0.010383152968704299,,
David I Conway,4,587,,4.921171855574382e-06,0.011991810470897923,,
Frances M Williams,5,586,,2.3435221496859183e-05,0.022521205030710735,,
Karen H Costenbader,2,586,,4.1740876877829676e-07,0.004972214097689383,,
Steinunn Snorradottir,3,586,,1.6079546276964823e-06,0.00753144194208833,,
J R Gilbert,2,586,,0.0,0.00921322023983621,,
Kelley M Faber,2,586,,2.2657538380111686e-06,0.008628253875402165,,
Lee-Ming Chuang,5,585,,8.816857682015467e-05,0.030710734132787364,,
Badri Narayan Vardarajan,2,585,,1.9074200322810777e-06,0.009286341035390465,,
Samia Mora,3,584,,2.5939599110280787e-06,0.018499561275226672,,
David M Altshuler,4,584,,2.931934700887141e-05,0.010090669786487276,,
Benedicto Crespo-Facorro,5,584,,5.5568837699262077e-05,0.0370722433460076,,
Gudmundur Ingi Eyjolfsson,3,584,,2.607019724797874e-06,0.028517110266159697,,
Eliane Kellen,6,582,,4.0258397527507175e-06,0.011114360924246856,,
R Theodore Smith,5,582,,9.763146759102832e-06,0.013673588768645802,,
Paul Lichtenstein,5,582,,2.004791740457942e-05,0.03144194208832992,,
Hanxia Huang,6,582,,8.230712201351033e-06,0.004167885346592571,,
Maurice P Zeegers,6,582,,4.0258397527507175e-06,0.011114360924246856,,
Sergey Nejentsev,4,582,,1.158459988377066e-05,0.00350979818660427,,
Joanna E Merriam,5,582,,9.763146759102832e-06,0.013673588768645802,,
Frank Buntinx,6,582,,4.0258397527507175e-06,0.011114360924246856,,
Curtis Gumbs,2,581,,2.96576406955924e-07,0.002193623866627669,,
Miguel de la Hoya,6,580,,6.802918114471789e-05,0.043433752559227844,,
Sharon L Kardia,3,580,,2.7872287203965403e-05,0.025519157648435216,,
Matthew J Simmonds,3,578,,1.808966226486797e-05,0.008116408306522375,,
Jiro Nakamura,4,578,,2.3585007333557358e-05,0.02456858730622989,,
John Webster,2,577,,6.03430120718878e-07,0.011845568879789412,,
Janja Nahrstaedt,3,575,,1.1867557961996084e-05,0.012649897630886224,,
Sigurlaug Sveinbjornsdottir,4,575,,7.5732589997900175e-06,0.00987130739982451,,
Audrey T Ardern-Jones,2,574,,4.897141695975391e-09,0.006288388417665984,,
Stephen M Edwards,2,574,,4.897141695975391e-09,0.006288388417665984,,
Xiao Ou Shu,5,573,,1.354311367135334e-05,0.026689090377303305,,
Nel Roeleveld,4,573,,4.074235878085471e-06,0.004606610119918105,,
Janos Terzic,2,573,,2.128216418992471e-06,0.024349224919567123,,
Gunnar Steineck,5,572,,3.5075078408570037e-06,0.010456273764258554,,
Joseph M Massaro,8,568,,3.538040259630384e-06,0.014258555133079848,,
Ludwig Kappos,5,567,,2.1502818386225258e-05,0.006800233986545773,,
Xiaojiang Gao,4,566,,2.322340159907818e-05,0.004314126937701082,,
Jackie A Cooper,2,566,,3.273332503504299e-06,0.024787949692892657,,
Huw Thomas,2,566,,1.3283178800750794e-06,0.0053378180754606605,,
Ling Mei,2,565,,1.4905948694706794e-07,0.0020473822755191578,,
