Cohorts,Count
BIGSIB (BIGSIB),1
Southern German Recurrent Depression (SGRD),1
Southern Ontario Ovarian Cancer Study (SON),1
Southern Ostrobothnia isolate GWAS (SO),1
BIDMC (BIDMC),1
Spanish Cervical Artery Dissection Collection (SCADC),1
Spanish National Cancer Centre (CNIO),1
BHWS (BHWS),1
Spanish cases (Spanish cases),1
Squamous cell carcinoma (SCC),1
Autism Genome Project (AGP),1
"St GeorgeÍs Stroke Study, London, UK (SGSSL)",1
St. Jude Childrens Research Hospital (SJCRH),1
Starr County (Starr),1
Steno Diabetes Center Study (Steno),1
Stockholm Diabetes Prevention Program (SDPP),1
Stockholm Heart Epidemiology Program (SHEEP),1
BEL/FR (BEL/FR),1
Stroke Registry (SR),1
Study Group of the (NIBIO),1
BEACON (BEACON),1
Study of Irish Amyotrophic (SoIA),1
Study of Myocardial Infarction in LEiden (SMILE),1
Tasmanian Longitudinal Health Study (TLHS),1
Tasmanian Older Adult Cohort (TOAC),1
AtheroRemo 1 (AtheroRemo 1),1
Alcohol Dependence GWAS in European- and African Americans (ADGE),1
Tierps Hospital (TH),1
Tokyo Womens Medical University (TWMU),1
Toronto Ovarian Cancer Study (TOCS),1
American Cancer Society Prevention Study (ACS_c),1
Toscani in Italy (TSI),1
Alzheimers Research Trust (ART),1
Transcontinental COPD Genetics Study (TCOPDGS),1
Alzheimers Associations International Society to Advance Alzheimers Research and Treatment (ISTAART),1
Treatment program of DLBCL patients from the Groupe dEtude des Lymphomes de lAdulte (GELA),1
Trinity Student Study (TSS),1
Twin families EBNA-1 genome-wide association study (TFEGWAS),1
Alcohol Related Cancers and Genetic Susceptibility in Europe Study (ARCGSES),1
Alberta Ovarian Tumor Types study (AOTT),1
Tehran Cardiometabolic Genetic Study (TCGS),1
UCI Breast Cancer Study (UCIBCS),1
UCL-LASER (UCL-LASER),1
UCL-PRION (UCL-PRION),1
Agricultural Health Study (AHS),1
Aging Gene-Environment Susceptibility - Reykjavik Study II (AGESII),1
UK Barretts Oesophagus Gene Study (UKBOGS),1
AgHealth (AgHealth),1
UK Cambridge/Edinburgh 300k (UK Cambridge/Edinburgh 300k),1
UK Cambridge/Edinburgh 550k (UK Cambridge/Edinburgh 550k),1
UK Childhood Cancer Study (UKCCS),1
UK Familial Breast Cancer Study (UKFBCS),1
African American Study (AAS),1
AmsteRdam REsuscitation STudies (ARREST),1
Tianjin Lung Cancer Study (TLCS),1
Amsterdam Cohort Studies on HIV infection and AIDS (ACS_b),1
Amyloidosis Center at University Clinic Heidelberg (ACUCH),1
Telethon Parkinsons Bank (TPB),1
Telomerase Activity Cohort (TAC),1
Tennessee Colorectal Polyp Study (TCPS),1
Tennessee Valley Healthcare System (TVHS),1
TestPAC (TestPAC),1
Athens Study of Psychosis Proneness and Incidence of Schizophrenia (ASPIS),1
Texas-GWA study (Texas),1
Assessment of Risk in Colorectal Tumors In Canada (ARCTIC),1
The Eastern Europe Study Population (EESP),1
The Helmholtz-Gemeinschaft Deutscher Forschungszentren (HGF),1
"Asian Consortium, Colorectal Cancer Aichi-2 (Aichi-2)",1
The Japan Multi-institutional Collaborative Cohort Study (J-MICC),1
The Myopia Genomics Study (MyGS),1
Ash Jewish (Ash Jewish),1
The New Zealand CAD Study (NZ-CAD),1
The Norwegian Biobank for Myeloma (NBM),1
The Older Finnish Twin Cohort (FinnTwinOld),1
Ansung Study (Ansung),1
The Seoul CRC Study (SeCRC),1
The Stockholm-1 (STHLM1),1
Ansan Study (Ansan),1
The Systemic Lupus Erythematosus in Gullah Health study (SLEIGH),1
The Tonhoku Medical Megabank Organisations (Tonhoku),1
The Younger Finnish Twin Cohort (FinnTwin12),1
Anglo Cardiff Collaborative Trial (ACCT),1
Atherogene Registry (Atherogene),1
Ohio Thyroid Cancer Cohort (OTCC),1
Program in Sleep at Emory University (PSEU),1
International Parkinson Disease Genomics Consortium (IPDGC),1
FIN-D2D (FIN-D2D),1
International COPD Genetics Network (ICGN),1
International Cohort Collection for Bipolar Disorder (ICCBD),1
F5Leiden Cohort (F5Leiden),1
International Collaborative Study on Hypertension in Blacks (ICSHIB),1
International Consortium for Blood Pressure Genome-wide Association Studies (ICBP),1
International Consortium on the Genetics of Heroin Dependence - Alcohol Related Conditions (ICGHD ARC),1
International Consortium on the Genetics of Heroin Dependence - Center for Inherited Disease Research (ICGHD CIDR),1
International Consortium on the Genetics of Heroin Dependence - Research on Alcohol and Tobacco Related Phenotypes (ICGHD RATRP),1
International HIV Controllers Study (IHIVCS),1
International Headache Genetics Consortium (IHGC),1
Expression Quantitative Trait Loci _ Lung (eQTL),1
Exomechip (Exomechip),1
International Schizophrenia Consortium (ISC),1
Interaction Gne-Environment en Physiopathologie Cardio-Vasculaire (IGE-PCV),1
European Youth Heart Study (EYHS),1
International Schizophrenia Consortium Azores (ISC-Azores),1
International Schizophrenia Consortium Bulgaria (ISC-Bulgaria),1
European Collaborative Study (ECS),1
Eudragene (Eudragene),1
Etude des Facteurs de Risque de thrombose Veineuse (FARIVE),1
International Studies of Infarct Survival (ISIS),1
Etude des D_terminants/Interaction de la THrombose veineuse (EDITH),1
Iowa (Iowa),1
Irish Schizophrenia Genomics Consortium (ISGC),1
IrsiCaixa Foundation Acute/Recent HIV-1 Infection Cohort (ICFA),1
Etude Cas-T_moin sur lInfarctus du Myocarde (ECTIM),1
Isle of Wight 1989_1990 birth cohort study (IOW),1
International Agency for Research on Cancer Central Europe Study (IARCCES),1
InterAct (InterAct),1
Italian Network on Genetic Isolates Studies (INGI),1
Icelandic Kidney Stone Disease Registry at LUH (IKSDR),1
IOVHBOCS (IOVHBOCS),1
IPM_EA_Affy (IPM_EA_Affy),1
IPM_EA_Illu (IPM_EA_Illu),1
FOA (FOA),1
IPOBCS (IPOBCS),1
IRAS (IRAS),1
IRASFS (IRASFS),1
IUBC (IUBC),1
Icahn School of Medicine Mount Sinai (ISMMS),1
Icelandic Atrial Fibrillation Sample (IAFS),1
Icelandic Atrioventricular Block Sample (IABS),1
FLEMENGHO (FLEMENGHO),1
Icelandic ECG study sample (IECG),1
Icelandic Pacemaker Population Sample (IPPS),1
FIND (FIND),1
Icelandic Sick Sinus Syndrome sample (ISSS),1
Icona Foundation Study (IFS_b),1
Identifying Prostate Cancer Genes (IPCG),1
Immunochip (Immunochip),1
Imperial-Liverpool-Melbourne Collaboration (ILM),1
Indiana Sisters Study (ISS),1
Indiana cohort (Indiana cohort),1
Industrial Cohorts Research Group  (INDUSTRIAL),1
Inflammatory Bowel disease in South-Eastern Norway (IBSEN),1
Institute for Behavioral Genetics (IBG),1
Institute of Cancer Research (ICR_b),1
Institute of Rheumatology Rheumatoid Arthritis (IORRA),1
Instituto de Salud Carlos III (DDM-Spain),1
Estonian Biobank (EB),1
Essen-Heidelberg (Essen-Heidelberg),1
INTERVAL (INTERVAL),1
LSS (LSS),1
EURODIAB (EURODIAB),1
EUGENE2 (EUGENE2),1
Korean National Health Insurance (KNHI),1
EUGENDA (EUGENDA),1
ET2DS (ET2DS),1
ESophageal Adeno-carcinoma (ESAC),1
ERCHS (ERCHS),1
Kwame Nkrumah University of Science and Technology (KNUST),1
Kyushu University (Kyushu),1
EPIFUND (EPIFUND),1
LAPC (LAPC),1
LHS (LHS),1
LIBD (LIBD),1
EPICURE (EPICURE),1
EW610 (EW610),1
Learning on Genetics of Schizophrenia Spectrum (LOGOS),1
EPICOLON (EPICOLON),1
Leeds Melanoma Cohort (LMC),1
Leicester Royal Infirmary (LRI),1
ENIGMA (ENIGMA),1
ENGAGE (ENGAGE),1
Leipzig Research Center for Civilization Diseases - Heart Study (LIFE-HEART),1
Leukaemia Research CLL-4 trial (LRCCL-4),1
Leuven (Leuven),1
EDAC (EDAC),1
ED (ED),1
E2C2 (E2C2),1
Dutch Twin Cohort (DTWC),1
Korean Epithelial Ovarian Cancer Study (Ko-EVE),1
Early Genetics and Lifecourse Epidemiology (EGLE),1
Essen Obesity Study (ESSEN),1
Jerusalem LRC (JLRC),1
Epidemiology genetic program AJ schizophrenia case-control samples (Epi Gen AJ SZ),1
Italy (Italy),1
JAPC (JAPC),1
JAREDS (JAREDS),1
JPT/CHB (JPT/CHB),1
Janssen (Janssen),1
Japan (Japan),1
Japan Akita (Japan Akita),1
Japan PGx Data Science Consortium (JPDSC),1
Epidemiological Investigation of Multiple Sclerosis (EIMS),1
Japanese Female Lung Cancer Collaborative Study (JLCS),1
Japanese Genetic Consortium for Alzheimer Disease (JGSCAD),1
Jerusalem (Jerusalem),1
Johns Hopkins Hospital (JHH),1
Kings College London (KCL),1
Johns Hopkins Sibling and Family Heart Study (JH-SFHS),1
"Joint Malaria Programme, Kilimanjaro Christian Medical Centre (JMPKCMC)",1
Ely case_control study (Ely case),1
KIOM (KIOM),1
KItaNagoya Genome (KING),1
KMSU (KMSU),1
Ehime University site (Nomura),1
Kaiser Permanente (KP),1
"Kaiser Permanente Research Program on Genes, Environment, and Health (RPEGH)",1
Kanagawa Cancer Center (Kanagawa),1
Eastern European Bladder Cancer Study (EEBCS),1
Karolinska University Hospital (KUH),1
Kentucky Case-Control Study (KCCS),1
FRISCII (FRISCII),1
INSERM (INSERM),1
Linxian Nutrition Intervention Trial (NIT),1
Group Health Research Institute/University of Washington (GHRI),1
Give Us a Clue to Cancer and Heart Disease Study II (CLUEII),1
Glaucoma Inheritance Study in Tasmania (GIST),1
Glaugen (Glaugen),1
GlaxoSmithKline Bipolar (GSK Bipolar),1
GlaxoSmithKline COPD (GSK COPD),1
GlaxoSmithKline UPD (GSK UPD),1
Gliogene (Gliogene),1
Gothenburg Cervical Artery Dissection Collection (GCADC),1
Galicia (Galicia),1
GraceGenetics (GraceGenetics),1
GWA Meta-Analysis on Fat Distribution (MAFD),1
Greek TJR cases (GTJR),1
Groningen Renal Hemodynamic Cohort Study Group (GRECO),1
Groupe hospitalier Pitie- Salpe_trie`re Paris (Paris),1
Gioi population (Gioi),1
Guangdong Study (GDS),1
Guizhou-Bijie Type 2 Diabetes Study (GBTDS),1
Gut Microbiota and Obesity Study (GMOS),1
GRIV Cohort (GRIV),1
GRAGON (GRAGON),1
GPC Cohort / Sanger Institute (SGPC),1
Gutenberg Heart Express Study (GHSExpress),1
H2SS (H2SS),1
HALST (HALST),1
HAPI Heart Study (HAPI),1
HCSC (HCSC),1
HIHG (HIHG),1
GOG (GOG),1
Give Us a Clue to Cancer and Heart Disease Study (CLUE),1
Gilda Radner Hereditary Cancer Program (GRHCP),1
GISSI-P (GISSI-P),1
"Genes and Environment in Lung Cancer, Singapore Study (GEL-S)",1
Genetics In Familial Thrombosis (GIFT),1
Genetic Research in Isolated (GRIso),1
Genetics of Asthma in Costa Rica Study (GACRS),1
Genetics of Asthma in Latino Americans (GALA),1
Genetic Epidemiology of Migraine (GEM),1
Genetic Epidemiological Study of Lung Adenocarcinoma (GELAC),1
Genetics of Healthy Aging (GEHA),1
Genetics of Hypertension Associated Treatment (GenHAT),1
Genetic Consortium for Anorexia Nervosa (GCAN),1
Genetic Architecture of Smoking and Smoking Cessation (GASSC),1
Genetic Analysis of Multiple Sclerosis (GAMS),1
Genes- Environments & Admixture in Latino Americans study (GALA II),1
Genes and Environment in Multiple Sclerosis (GEnMS),1
Genome-Wide Association Study of Breast Cancer in the African Diaspora (ROOT),1
Ghanaian TB study (GTB),1
Genomic Psychiatry Consortium (GPC),1
Genomic Research on Asthma in the African Diaspora (GRAAD),1
Gene MSA Switzerland (Gene MSA SW),1
German Alzheimer disease Integrates Genome Research Network (GAGRN),1
German BP sample (German BP),1
GenRED 2 (GenRED2),1
German Hodgkin Study Group (GHSG),1
GenPOD (GenPOD),1
German Longevity Study (GLS),1
GenEPA (GenEPA),1
Geisinger Medical Center (GMC),1
German sib-pair study (German sib-pair),1
Ghana (Ghana),1
HK-MGS (HK-MGS),1
HMGU (HMGU),1
INHERIT (INHERIT),1
Finland SO replication (FinSO),1
FondaMental Bipolar (FMB),1
FoCus (FoCus),1
Helsinki Sudden Death Study/Tampere Coronary Study (HSDS),1
Hemophilia Growth and Development Study (HGDS),1
Hercules (Hercules),1
Fleurbaix-Laventie Ville Sant_ II study (FLVS-II),1
High Density SNP Association Analysis of Melanoma (HDAAM),1
Flanders-Belgian study cohort (Belgium_AD),1
Finnish Genome Center (FGC),1
Hospital Clinic-IDIBAPS Acute/Recent HIV-1 Infection Cohort (IDIBAPS),1
Hospital Clinico Universitario de Santiago (HCUS),1
FinnDiane (FinnDiane),1
Hubei Type 2 Diabetes Studies (HTDS),1
Huston (Huston),1
French National Cancer Institute (INCa),1
Hutterites (Hutterites),1
Hyperglycemia and Adverse Pregnancy Outcomes study (HAPO),1
I2b2 (I2b2),1
IBD discovery case cohort (DC-IBD),1
ICCSS (ICCSS),1
ICO (ICO),1
IFAM (IFAM),1
Fehrmann (Fehrmann),1
IIBDGC genotyped CD study (IIBDGC),1
FatTwin (FatTwin),1
IMCJ (IMCJ),1
Fangchenggang (Fangchenggang),1
IMS-JST JSNP database (IMS-JST JSNP),1
Helsinki Breast Cancer Project (HBCP),1
Hebrew university geneomic resource AJ schizophrenia case-control sample (HUGR),1
HNSCC (HNSCC),1
GENESIS (GENESIS),1
HSBC (HSBC),1
HU (HU),1
HUNBOCS (HUNBOCS),1
GEORGETOWN (GEORGETOWN),1
Hageunau (Hageunau),1
Han Chinese Study (Han Chinese),1
Hannover-Almaty Endometrial Cancer Study (HAECS),1
GEO-PD (GEO-PD),1
GENYO (GENYO),1
GENR (GENR),1
Hannover-Ufa Ovarian Cancer Study (HUOCS),1
GENIE (GENIE),1
Hartford (Hartford),1
Hawaii Endometrial Cancer Study (HECS),1
Hebei Medical University (CHN),1
GENDER (GENDER),1
GELCC familial lung cancer samples (GELCC),1
GEFOS (GEFOS),1
Health Habits and Opinions study (HHO),1
GAUGEN (GAUGEN),1
Health Sciences University of Hokkaido (HSUH),1
GAIT2 (GAIT2),1
G-FaST (G-FaST),1
Functional genomic diagnostic tools for coronary artery disease (FGENTCARD),1
Fudan-Huashan Study (Fudan-Huashan),1
Fudan Lung Cancer Study (FLCS),1
Heart Attack Risk in Puget Sound (HARPS),1
Heart and Vascular Health (NVH),1
Dutch Renal Cell Cancer Study (Dutch),1
Liverpool Lung Project (LLP),1
Prognostic Genetic factors in Multiple Sclerosis (PROGEMUS),1
Novel Risk Factors and Potential  Early Detection Markers for Ovarian Cancer (NRFPEDMOC),1
North Carolina Prostate Cancer Study (NCPCS),1
"Charles R Bronfman Institute for Personalized Medicine - IPM / BioBank Genome Wide Association Study of Cardiovascular, Renal and Metabolic Phenotypes I (IPM I)",1
Northern Dutch Hodgkin Lymphoma Study (NDHLS),1
"Charles R Bronfman Institute for Personalized Medicine - IPM / BioBank Genome Wide Association Study of Cardiovascular, Renal and Metabolic Phenotypes (IPM)",1
Northern Institute for Cancer Research (NICR),1
"Charles R Bronfman Institute for Personalized Medicine - IPM / BioBank Genome Wide Association Study of Cardiovascular, Renal and Metabolic Phenotypes (IPM II)",1
ChOPIN (ChOPIN),1
Northern and Western European ancestry (CEU),1
Centre National de Recherche et de Formation sur le Paludisme (CNRFP),1
Norwegian Bone Marrow Donor Registry (NBMDR),1
Norwegian Breast Cancer Study (NorBCS),1
Center on Antisocial Drug Dependence (CADD),1
Nottingham Sib Pair Asthma study (NSPA),1
Center for HIV/AIDS Vaccine Immunology (CHAVI),1
Childhood Asthma Research and Education (CARE_c),1
Center for Autism Research and Treatment (CART),1
"Nurses Health Study, Adenoma Set (NHS Ad)",1
Center for Addiction and Mental Health (CAMH),1
OCGN (OCGN),1
OPRA (OPRA),1
CeRePP French Prostate Case-Control Study (FPCC),1
OUH (OUH),1
OUHRH (OUHRH),1
OVCARE Gyneacologic Tissue Bank and Outcomes Unit (OVCARE),1
Ocular Hypertension Treatment Study (OHTS),1
Carotid Atherosclerosis Progression Study (CAPS_b),1
Ohio State University (Ohio SU),1
Genetic and Immunological Studies of European and African HIV-1+ Long Term Non-Progressors (GISHEAL),1
North Carolina Bladder Cancer Study (NCBCS),1
Norfolk Island Cohort (NIC),1
OmniE (OmniE),1
Chonnam National University Lung Cancer Study (CNULCS),1
National Health Service Blood and Transplant (NHSBT),1
"National Heart, Lung, and Blood Institute Candidate Gene Association Resource (NHLBI CARe)",1
Clinical Antipsychotic Trials of Intervention Effectiveness US (CATIE-US),1
Cleveland Clinic Lone Atrial Fibrillation Genebank Study (CCLAFGS),1
Cleveland Clinic Gene Bank 2 (CCGB_2),1
National Psoriasis Foundation (NPF),1
Cincinnati Genomic Control Cohort (CCHMC),1
National Taiwan University Hospital Diabetes Study (NTUHDS),1
Navrongo Memorial Institute (NMI),1
Netherlands Ovarian Cancer Study (NetOCS),1
Chuvasha (Chuvasha),1
Network for the Study of Ovarian Dysfunction (NSOD),1
Chronic Renal Insufficiency Study Study (CRIC),1
New York Cancer Project (NYCP),1
Nijmegen Thyroid Cancer Cohort (NTCC),1
New Zealand (NZ),1
New Zealand Vascular Genetic Study AAA GWAS dataset (NZ-VAS),1
Newcastle 85+ Study (N85PLUS),1
Chinese University of Hong Kong (CUHK),1
Nicotine Addiction Genetics (NAG),1
Nicotine Addiction Genetics study / Interactive Research Project Grants (NAG/IRPG),1
Nicotine Addiction Genetics Ð Finland  study (FTC/NAG-FIN),1
Chinese Academy of Medical Sciences Cancer Hospital (CAMSCH),1
Nijmegen (Nijmegen),1
Nijmegen Cervical Artery Dissection Collection (NCADC),1
Nijmegen Lung and Bladder Cancer (NLBLC),1
Nijmegen Ovarian Cancer Study (NOCS),1
Childrens Oncology Group 9906 study (COG),1
Cardiovascular Disease Association Study (CAVAS),1
Oregon (Oregon),1
National Child Development Study (NCDS),1
CLOZUK (CLOZUK),1
COH (COH),1
COBRE for Oral Health Study (COBRE),1
Perlegen Sciences Genotyped Discovery Samples (PSGDS),1
Pfizer (Pfizer),1
Pharmacogenomics and Risk of Cardiovascular Disease Study (PARC),1
Philadelphia Neurodevelopmental Cohort (PNC),1
Philadelphia cohort (Philadelphia),1
COBRA study (COBRA),1
CNIO Ovarian Cancer Study (CNIO-OCS),1
Physicians Health Study II (PHSII),1
Pittsburgh (Pittsburgh),1
Pizarra (Pizarra),1
CM-GOYA study (CM-GOYA),1
CHS Longitudinal Investigation of Thromboembolism Etiology Study (LITE),1
Peking University _ University of Michigan Study of Atherosclerosis (PUUMA),1
Portugal (Portugal),1
Portuguese Island Collection (PIC),1
PostCep Study (PostCep),1
CHOPSTICKS (CHOPSTICKS),1
CHAOS (CHAOS),1
CHANCE (CHANCE),1
Presbyterian University Hospital (PUH),1
Pressioni Arteriose Monitorate E Loro Associazionie (PAMELA),1
CECCS (CECCS),1
Princess Margaret Cancer Centre (PMCC),1
Princess Margaret Hospital in Toronto (PMHT),1
ProHealth Study (ProHealth),1
ProMPT (ProMPT),1
Penn (Penn),1
"Parkinsons, Genes and Environment (ParGE)",1
Cancer Research UK - Cambridge Research Institute (CRUK-CRI),1
Ovary - Serous (Ovary - Serous),1
Cancer Center of Nanjing Medical University (CCNMU),1
Cambridge (Cambridge),1
Osteoporosis and Ultrasound Study (OUSS),1
California Mens Health Study (CMHS),1
Osteoporotic Fractures in Men Study USA (MrOS-USA),1
Calabria (Calabria),1
Ottawa Heart Study (OHS),1
Ottawa Hospital (Ottawa),1
CYPRUS (CYPRUS),1
Ovarian Cancer Study (OCS),1
CVPath Institute Sudden Cardiac Death registry (CVPI-SCDr),1
Ovary (FOCI),1
Ovary - Endometrial (Ovary - Endometrial),1
Oxford Family Blood Pressure Study (HTO),1
Pancreatic Cancer Cohort Consortium (PCCC),1
CONSIT (CONSIT),1
PANDoRA consortium (PANDoRA),1
PARTAGE (PARTAGE),1
PEAK25 (PEAK25),1
PFCG (PFCG),1
PG-SNPs (PG-SNPs),1
PGPD (PGPD),1
PLATO trial (PLATO),1
PLIC (PLIC),1
PMB (PMB),1
POCEMON (POCEMON),1
PRevention of OVArian cancer in Quebec (PROVAQ),1
"PSC Resource of Genetic Risk, Environment and Synergy Studies (PROGRESS)",1
National Eye Institute Glaucoma Human Genetics Collaboration Heritable Overall Operational Database (NEIGHBORHOOD),1
National Center for Global health and Medicine hospital-based cohort study (CAGE-NCGM),1
LonGenity study (LonGenity),1
Massachusetts General Hospital Premature Coronary Artery Disease (MGH PCAD),1
MSG2 (MSG2),1
Diabetes Prediction and Prevention (DIPP),1
MUV (MUV),1
"Malawi-Liverpool Wellcome Clinical Research Programme, Blantyre (MLWCRP)",1
Depression Case Control  study (DeCC),1
Departments of Cancer Epidemiology and Oncology University Hospital Lund (MISS),1
Malm University Hospital (MUH),1
"Mammography, Oestrogens and Growth factor study (MOG)",1
ManMc (ManMc),1
Department of Pediatrics at the (Pediatrics),1
Mannheim (Mannheim),1
DepGenesNetworks (DepGenesNetworks),1
Denmark B (Denmark B),1
DemGene Project (DemGene),1
MRCS-UKC (MRCS-UKC),1
Mauritius study (Mauritius),1
Danish Studies (Danish Studies),1
Mayo Pharmacogenetics Research Network Aromatase Inhibitor AI Study (Mayo PGRN),1
Mayo-Perlegen Linked Efforts to Accelerate Parkinsons Solutions (LEAPS),1
Danish Pelvic Mass Study (DPMS),1
"Medical Research Council Unit, The Gambia (MRCUTG)",1
MesyBePo (MesyBePo),1
Danish Health Service Register (DHSR),1
"Mexican ancestry in Los Angeles, California (MEX)",1
Mexican-American families EBNA-1 GWAS (MAFEGWAS),1
Mexico Childhood Asthma Study (MCAS),1
Mexico City (Mexico City),1
Miami (Miami),1
MS OS (MS OS),1
MRCOB (MRCOB),1
Danish Glostrup Cohort (DGC),1
MASS (MASS),1
Dutch Familial Colorectal Cancer Study (DFCCS),1
Dutch AIH Study Group Consortium (DAIHSGC),1
Duke Neurogenetics Study (DNS),1
Duke Memory study (DuMS),1
Lovelace (Lovelace),1
Duke Cognition Cohort (DCC),1
Duke Cathgen Study (DUKE_2),1
Lung (TRICL),1
Lung Cancer Study from Canada (LCSC),1
Lung Cancer Study from Estonia (LCSE),1
Lung Cancer in the Young  study (LUCY),1
M. Belouchi (M Belouchi),1
MANAGE (MANAGE),1
MAYO_VDB (MAYO_VDB),1
MRC-A/UK-C (MRC-A/UK-C),1
MCOCS (MCOCS),1
Drug-Induced Liver Injury Network (DILIN),1
MD Anderson Renal Cell Cancer Study (MDARCCS),1
MD Anderson lymphoma case-control study (MDALCCS),1
MDAND (MDAND),1
MELARISK (MELARISK),1
Disorders and Stroke and the Alzheimers Disease and Related Disorders Association (NINCDS-ADRDA),1
MESCA (MESCA),1
METASTROKE (METASTROKE),1
MIDSPAN Family Study (MIDSPAN),1
MMHS (MMHS),1
MODSQUAD (MODSQUAD),1
MPIPSYKL (MPIPSYKL),1
Danish HIV Cohort Study (DHIVCS),1
Mid Atlantic Twin Registry (MATR),1
Collaborative Oncology Gene-Environment Study (COGES),1
Cooperative Health Research in the Region of Augsburg F3 500K2 (KORA F3 500K2),1
Coriell Cell Repositories (CORIELL),1
NCI_BTS (NCI_BTS),1
NCRC (NCRC),1
NEMESIS (NEMESIS),1
NEURO2006 (NEURO2006),1
NGFN (NGFN),1
NHS-Hu (NHS-Hu),1
NHS-egems (NHS-egems),1
Copenhagen Study on Asthma in Childhood Registry (COPSAC-Registry),1
NIH (NIH),1
"NIMH Genes, Cognition and Psychosis Program (GCAP)",1
NIOSH_AGCC (NIOSH_AGCC),1
NNPIO (NNPIO),1
NOSOS (NOSOS),1
NCCGP (NCCGP),1
NPHS (NPHS),1
NSHDS (NSHDS),1
Continental Origins and Genetic Epidemiology Network (COGENT),1
Nagano (Nagano),1
Consortium on Lithium Genetics (ConLiGen),1
Connecticut Endometrial Cancer Study (CECS),1
Nanjing and Beijing Lung Cancer Studies (NBLCS),1
Combined Danshi (Danshi),1
National Blood Bank Service (NBBS),1
National Brain Hemorrhage Study (NatBHS),1
National Brain Tumour Study (NBTS),1
National Cancer Institute (NHL),1
Colon Cancer Family Registry Set II (CCFR-II),1
NCI Bladder Cancer (NCI-GWAS),1
Cornell Repository (Cornell),1
Mid-South Tobacco Family (MSTF),1
DCLST (DCLST),1
Dalhousie University Hospital (DUH),1
Minimum Data Set (MDS),1
DUB (DUB),1
Minnesota Twin Family Registry (MTR),1
Miscellaneous (Miscellaneous),1
Modena Cohort (Modena),1
DSDBAC (DSDBAC),1
DOGS (DOGS),1
Molecular Taxonomy of Breast Cancer International Consortium (Metabric),1
Monitoring National du risque Art_rie (MONA-LISA),1
DKFZ (DKFZ),1
DILIGEN (DILIGEN),1
DCS (DCS),1
Muenster Cervical Artery Dissection Collection (MCADC),1
NAROD (NAROD),1
DCDG (DCDG),1
Multicenter AIDS Cohort Study (MACS),1
Multicenter Family Study (MFS),1
Multicenter Hemophilia Cohort Studies (MHCS),1
Czech Post (Czech Post),1
Croatian Colorectal Cancer Genetic Study (CCCGS),1
Multiple Sclerosis Genetics Study (REFGENSEP),1
Coverge (Coverge),1
Course of RLS (COR-),1
Munster (Munster),1
Murcia (Murcia),1
Myaesthenia Gravis GWAS (MG_GWAS),1
Coronary ARtery DIsease Genome-wide Replication And Meta-analysis (CARDIoGRAM),1
sp610 (sp610),1
